Speaker|Party|Speech ID|Gendered Terms
Vizepräsidentin Petra Pau||306|[Kollege] hat der Kollege Roman MüllerBöhm; [MüllerBöhm] Kollege Roman MüllerBöhm für die
Roman Müller-Böhm|FDP|307|[Präsidentin] geehrte Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Wahrscheinlich kennt; [Kolleginnen] können Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen da stimmt; [Pilotphase] wieder eine Pilotphase für zwei; [Betreiber] möchte dass Betreiber von Hotellerie; [Pilotprojekte] können um Pilotprojekte beim Bundesinnenministerium
Vizepräsidentin Petra Pau||308|[Kollegin] nun die Kollegin Ulla Jelpke
Ulla Jelpke|DIE LINKE|309|[Präsidentin] Frau Präsidentin Meine Damen; [Übernachtungsgäste] Meldescheins den Übernachtungsgäste in Hotels; [Pensionsbetreiber] Hoteliers bzw Pensionsbetreiber und diejenigen; [Übernachtungsgäste] Hoteliers der Übernachtungsgäste und des
Vizepräsidentin Petra Pau||310|
Konstantin von Notz|BÜNDNIS 90/DIE GRÜNEN|311|[Präsidentin] Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Die sogenannte; [Kollege] Immerhin der Kollege Wendt nicht
Vizepräsidentin Petra Pau||312|[Kollege] hat der Kollege Marian Wendt
Marian Wendt|CDU/CSU|313|[Präsidentin] geehrte Frau Präsidentin Liebes Präsidium; [Kolleginnen] Präsidium Verehrte Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Digital Natives; [Kolleginnen] betrachtet Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen es gibt; [Kolleginnen] Medienbruch Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen auch wenn; [Kolleginnen] sicher liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Nach der; [Innenpolitiker] Digitalisierung Als Innenpolitiker ist mir; [Kolleginnen] Deswegen liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Unterstützen Sie; [Beherbergungsgewerbe] Digitalisierung im Beherbergungsgewerbe Vielen Dank
Vizepräsidentin Petra Pau||314|[Kollege] Der Kollege Frank Junge
Frank Junge|SPD|315|[Präsidentin] Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Ich glaube; [Beherbergungsgewerbe] Branche dem Beherbergungsgewerbe schon große; [MüllerBöhm] FDP Herr MüllerBöhm – wir; [Kollege] hat mein Kollege Helge Lindh
Vizepräsidentin Petra Pau||316|[Kollege] hat der Kollege Michael Kuffer
Michael Kuffer|CDU/CSU|317|[Kollege] immer Herr Kollege von Notz; [Präsidentin] Liebe Frau Präsidentin Kolleginnen und; [Kolleginnen] Frau Präsidentin Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Wir debattieren; [Kollege] angemessen Herr Kollege – Dadurch; [Entwicklergeist] wir dem Entwicklergeist im Bereich; [Kollege] lieber Herr Kollege von Notz; [Kollege] lieber Herr Kollege sieht das
Vizepräsidentin Petra Pau||318|
Präsident Dr. Wolfgang Schäuble||319|
Präsident Dr. Wolfgang Schäuble||320|[Zimmermann] Abgeordneten Pia Zimmermann Susanne Ferschl; [Kollegin] hat die Kollegin Susanne Ferschl
Susanne Ferschl|DIE LINKE|321|[Präsidentin] Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Vor 25; [Gesundheitsminister] Schluss sein Gesundheitsminister Spahn hat; [Verkäuferin] warum die Verkäuferin auf ihr
Vizepräsidentin Petra Pau||322|
Roy Kühne|CDU/CSU|323|[Präsidentin] geehrte Frau Präsidentin Sehr geehrte; [Kolleginnen] Herren Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Frau Ferschl; [Minister] – der Minister hat es; [Ministers] Eckpunktepapier des Ministers durchdiskutiert Ich; [Kollegin] werden Frau Kollegin ein häufiger; [Sekunden] noch elf Sekunden um darauf
Vizepräsidentin Petra Pau||324|[Schneider] Abgeordnete Jörg Schneider das Wort
Jörg Schneider|AfD|325|[Präsidentin] Frau Präsidentin Meine sehr; [Friseur] Besuch beim Friseur im Restaurant; [Durchschnittsverdiener] was ein Durchschnittsverdiener einbezahlt meine
Vizepräsidentin Petra Pau||326|[Kollegin] Die Kollegin Claudia Moll
Claudia Moll|SPD|327|[Präsidentin] geehrte Frau Präsidentin Sehr geehrte; [Kolleginnen] Antrag liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen der Linken; [Minister] zu deckeln Minister Spahn will; [Kolleginnen] Telefonnummer Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen lassen Sie; [Kolleginnen] Arbeitsbedingungen mehr Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen mehr Hände; [Biografien] auf die Biografien eingehen können
Vizepräsidentin Petra Pau||328|[Kollegin] nun die Kollegin Nicole Westig
Nicole Westig|FDP|329|[Präsidentin] Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Zunächst einmal; [Kolleginnen] unsozial Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen wenn wir
Vizepräsidentin Petra Pau||330|[Kollegin] hat die Kollegin Kordula SchulzAsche
Kordula Schulz-Asche|BÜNDNIS 90/DIE GRÜNEN|331|[Präsidentin] Frau Präsidentin Meine Damen
Vizepräsidentin Petra Pau||332|[Kollegin] Die Kollegin Emmi Zeulner
Emmi Zeulner|CDU/CSU|333|[Präsidentin] geehrte Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Es wurde; [Pflegereform] Debatte der Pflegereform dass wir; [Bundesgesundheitsminister] ich unserem Bundesgesundheitsminister Jens Spahn; [Kollegen] an die Kollegen der SPD; [Finanzminister] nur einen Finanzminister sondern mit; [Kanzlerkandidaten] auch einen Kanzlerkandidaten Er hat; [Kollegen] dass die Kollegen der SPD; [Finanzminister] eben den Finanzminister der hier
Vizepräsidentin Petra Pau||334|[Kollegin] Kollegin Zeulner Sie; [Kollegen] Kosten Ihres Kollegen
Emmi Zeulner|CDU/CSU|335|
Vizepräsidentin Petra Pau||336|[Kollege] ist der Kollege Alexander Krauß
Alexander Krauß|CDU/CSU|337|[Präsidentin] Frau Präsidentin Meine sehr; [Ehepartner] bzw ihre Ehepartner entlastet werden; [Bundesgesundheitsminister] dass der Bundesgesundheitsminister Reformvorschläge vorgelegt; [Bundesfinanzminister] auch den Bundesfinanzminister damit wir; [Kolleginnen] Und liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen wir müssen; [Pflegereform] Inhalte einer Pflegereform sprechen Im; [Pflegereform] für eine Pflegereform vorgelegt das; [Pflegeheimbewohnern] Punkt Den Pflegeheimbewohnern sollte es; [Pflegeheimbewohner] sollten für Pflegeheimbewohner erhöht werden; [Finanzminister] Geld vom Finanzminister zu organisieren
Vizepräsidentin Petra Pau||338|
Präsident Dr. Wolfgang Schäuble||339|
Präsident Dr. Wolfgang Schäuble||340|[Kollege] hat der Kollege Thorsten Frei
Thorsten Frei|CDU/CSU|341|[Präsidentin] geehrte Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Wir beraten; [Kollegin] unsere ehemalige Kollegin Eva Högl; [Reichsminister] damals den Reichsminister des Innern; [Kolleginnen] notwendig Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen ja die; [Staatsbürger] die jüdischen Staatsbürger bei uns
Vizepräsidentin Petra Pau||342|
Beatrix von Storch|AfD|343|[Präsidentin] Frau Präsidentin Liebe Kollegen; [Kollegen] Präsidentin Liebe Kollegen Die Regierungsfraktionen; [Müller] sich Herr Müller nach der; [MüllerSchmidt] Frau Schmidt MüllerSchmidt oder SchmidtMüller; [Müller] sie entweder Müller oder Schmidt; [MüllerSchmidt] also Lieschen MüllerSchmidt Es gibt; [MüllerSchmidt] Wenn Lieschen MüllerSchmidt eines Tages; [MeierLehmann] Tages Hänschen MeierLehmann heiratet dann; [MüllerSchmidtMeierLehmann] echten Geburtsnamen MüllerSchmidtMeierLehmann Wenn dann; [MüllerSchmidtMeierLehmann] die Tochter MüllerSchmidtMeierLehmann den Sohn; [FischerSchneiderBeckerWeber] den Sohn FischerSchneiderBeckerWeber heiratet dann; [MüllerSchmidtMeierLehmannFischerSchneiderBeckerWeber] echten Geburtsnamen MüllerSchmidtMeierLehmannFischerSchneiderBeckerWeber Das ist; [MüllerSchmidt] verhindern Lieschen MüllerSchmidt muss den; [Müller] den Namensteil Müller oder Schmidt; [MeierLehmann] sie Hänschen MeierLehmann heiratet und; [MüllerSchmidt] Für Lieschen MüllerSchmidt und Hänschen; [MeierLehmann] und Hänschen MeierLehmann gibt es; [MüllerMeier] acht Kombinationsmöglichkeiten MüllerMeier MüllerLehmann MeierMüller; [MüllerLehmann] Kombinationsmöglichkeiten MüllerMeier MüllerLehmann MeierMüller LehmannMüller; [MeierMüller] MüllerMeier MüllerLehmann MeierMüller LehmannMüller SchmidtMeier; [MeierSchmidt] SchmidtMeier SchmidtLehmann MeierSchmidt oder LehmannSchmidt; [MüllerMeier] den Namen MüllerMeier erhalten kann; [Müller] den Namensbestandteil Müller und das; [Meier] den Namensbestandteil Meier in seine; [MüllerMeier] den Kindern MüllerMeier werden dann; [MüllerWeber] zum Beispiel MüllerWeber oder WeberMüller; [WeberMüller] MüllerWeber oder WeberMüller und MeierFischer; [MeierFischer] WeberMüller und MeierFischer oder FischerMeier; [FischerMeier] MeierFischer oder FischerMeier Nach der; [MüllerWeber] kombiniert Aus MüllerWeber kann dann; [WeberBecker] zweiten Ehe WeberBecker oder BeckerWeber; [MüllerSchmidtMeierLehmannFischerSchneiderBeckerWeber] unweigerlich bei MüllerSchmidtMeierLehmannFischerSchneiderBeckerWeber – oder
Vizepräsidentin Petra Pau||344|[Kollege] nun der Kollege Helge Lindh
Helge Lindh|SPD|345|[Präsidentin] Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Liebe Zuhörerinnen; [Zuhörerinnen] Kollegen Liebe Zuhörerinnen und Zuhörer; [Zuhörer] Zuhörerinnen und Zuhörer Ich finde; [Staatsbürger] Anerkennung als Staatsbürger als einzigartige; [Reichsbürger] Reichsbürgerinnen und Reichsbürger – ich; [Kanzleramtes] Chef des Kanzleramtes war der; [Autor] war der Autor der Durchführungsverordnung
Vizepräsidentin Petra Pau||346|[Kollege] Kollege Lindh
Helge Lindh|SPD|347|[Kolleginnen] Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen angesichts all; [Heilpraktikergesetz] wie das Heilpraktikergesetz das Gesetz
Vizepräsidentin Claudia Roth||348|[Kolleginnen] Abend liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Nächste Rednerin
Katrin Helling-Plahr|FDP|349|[Präsidentin] geehrte Frau Präsidentin Meine Damen; [Müller] Wenn Herr Müller und Frau; [Meier] und Frau Meier heiraten haben; [Meier] behalten beide Meier oder beide; [Müller] oder beide Müller heißen oder; [Müller] Optionen Herr Müller bleibt Herr; [Müller] bleibt Herr Müller und Frau; [Meier] und Frau Meier wird Frau; [MeierMüller] wird Frau MeierMüller oder MüllerMeier; [MüllerMeier] MeierMüller oder MüllerMeier Oder Frau; [Meier] Oder Frau Meier bleibt Frau; [Meier] bleibt Frau Meier und Herr; [Müller] und Herr Müller heißt dann; [MeierMüller] dann entsprechend MeierMüller oder MüllerMeier; [MüllerMeier] MeierMüller oder MüllerMeier – Was; [MüllerMeier] Heirat beide MüllerMeier oder MeierMüller; [MeierMüller] MüllerMeier oder MeierMüller heißen Und; [Kolleginnen] Also liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen ich bitte
Vizepräsidentin Claudia Roth||350|
Gökay Akbulut|DIE LINKE|351|[Präsidentin] geehrte Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Zur heutigen; [Ehepartner] für viele Ehepartner was wir; [Ehepartner] Ehepartnerinnen und Ehepartner ihren Geburtsnamen
Vizepräsidentin Claudia Roth||352|
Katja Keul|BÜNDNIS 90/DIE GRÜNEN|353|[Präsidentin] geehrte Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Das gesamte; [Ministeriumsbezeichnungen] Begriffe und Ministeriumsbezeichnungen aus dem; [Rechtspfleger] Familiengericht und Rechtspfleger die Pflicht
Vizepräsidentin Claudia Roth||354|
Marc Henrichmann|CDU/CSU|355|[Präsidentin] Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen Liebe Kollegen; [Kollegen] Kolleginnen Liebe Kollegen Am 1; [Reichsinnenminister] von 1938 Reichsinnenminister war seinerzeit; [Kriegsverbrecher] später als Kriegsverbrecher verurteilte Wilhelm
Vizepräsidentin Claudia Roth||356|
Präsident Dr. Wolfgang Schäuble||357|
Präsident Dr. Wolfgang Schäuble||358|[Kolleginnen] bis die Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen die Plätze
Frank Schwabe|SPD|359|[Präsidentin] Verehrte Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Verehrte Damen; [Kindersoldaten] Kindersoldatinnen und Kindersoldaten Das passt; [Kindersoldaten] Kindersoldatinnen und Kindersoldaten im Einsatz; [Kindersoldaten] Kindersoldatinnen und Kindersoldaten engagieren ganz; [UNGeneralsekretär] hungern werden UNGeneralsekretär António Guterres; [Präsidenten] des exilierten Präsidenten Mansur Hadi; [Präsidenten] einen neuen Präsidenten in den
Vizepräsidentin Claudia Roth||360|
Anton Friesen|AfD|361|[Präsidentin] geehrte Frau Präsidentin Sehr geehrte; [Reiter] vier Apokalyptischen Reiter Eine der; [Vertreter] angeht 95 Vertreter von christlichen; [Vizepräsident] als er Vizepräsident war wieder
Vizepräsidentin Claudia Roth||362|
Anton Friesen|AfD|363|[Präsidentin] angemessen Frau Präsidentin Vielen Dank
Vizepräsidentin Claudia Roth||364|
Jürgen Hardt|CDU/CSU|365|[Präsidentin] Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Zu fortgeschrittener; [Kollegen] stimme dem Kollegen Schwabe völlig; [Kollegen] mit dem Kollegen Löbel vor; [Präsidenten] Initiative des Präsidenten Joe Biden
Vizepräsidentin Claudia Roth||366|
Bijan Djir-Sarai|FDP|367|[Präsidentin] – Frau Präsidentin Meine Damen
Vizepräsidentin Claudia Roth||368|
Heike Hänsel|DIE LINKE|369|[Präsidentin] Frau Präsidentin Sehr geehrte; [Kolleginnen] Sehr geehrte Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Die Bilanz
Vizepräsidentin Claudia Roth||370|
Omid Nouripour|BÜNDNIS 90/DIE GRÜNEN|371|[Präsidentin] Frau Präsidentin Meine Damen; [Präsidenten] Verantwortung eines Präsidenten den die; [Kollegen] Rede des Kollegen tatsächlich ein; [Kollege] – Herr Kollege Hardt ich; [Krankenhäuser] Es sind Krankenhäuser es sind; [Getreidespeicher] sind Schulen Getreidespeicher Weltkulturerbestätten bombardiert; [Kriegsverbrecher] müssen die Kriegsverbrecher beim Namen
Vizepräsidentin Claudia Roth||372|
Nikolas Löbel|CDU/CSU|373|[Präsidentin] Frau Präsidentin der Versprecher; [Versprecher] Präsidentin der Versprecher ist Ihnen
Vizepräsidentin Claudia Roth||374|[Lehrerin] war nämlich Lehrerin – ziemlich
Nikolas Löbel|CDU/CSU|375|[Präsidentin] Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Es ist; [Kollegen] ich dem Kollegen Schwabe zu; [Präsident] Regierung unter Präsident Hadi Es
Vizepräsidentin Claudia Roth||376|
Alexander Radwan|CDU/CSU|377|[Präsidentin] Frau Präsidentin Meine Damen; [Minister] es unser Minister Gerd Müller; [Müller] Minister Gerd Müller der regelmäßig; [Kollegen] ich den Kollegen Hardt unterstützen
Vizepräsidentin Claudia Roth||378|
Alexander Radwan|CDU/CSU|379|
Vizepräsidentin Claudia Roth||380|
Präsident Dr. Wolfgang Schäuble||381|[Stenografische] damit endgültige Stenografische Bericht der
